Route ID,Origin,Destination,Summary,Via
Vadodara-Surat-Route-2-NE 4,Vadodara,Surat,NE 4,"At Dandia Bazar Char Rasta, continue onto Chhatrapati Shivaji Marg<div style=""font-size:0.9em"">Pass by Sayaji Radio House || Best Electronics Showroom, Home Appliances Shop In Vadodara (on the right)</div> → Turn left at AMOD SINGH onto Pandit Gajananrao Ambade Marg<div style=""font-size:0.9em"">Pass by Sai potato twisters (on the right)</div> → Turn right at Bhagat Singh Chowk toward Pandit Gajananrao Ambade Marg<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Surat-Route-3-NE 4 and NH64,Vadodara,Surat,NE 4 and NH64,"At Dandia Bazar Char Rasta, continue onto Chhatrapati Shivaji Marg<div style=""font-size:0.9em"">Pass by Sayaji Radio House || Best Electronics Showroom, Home Appliances Shop In Vadodara (on the right)</div> → Turn left at AMOD SINGH onto Pandit Gajananrao Ambade Marg<div style=""font-size:0.9em"">Pass by Sai potato twisters (on the right)</div> → Turn right at Bhagat Singh Chowk toward Pandit Gajananrao Ambade Marg<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Vapi-Route-1-NH 48,Vadodara,Vapi,NH 48,"Keep right to continue on Kanaiyalal Munshi Marg/<wbr/>Pratap Nagar Bridge/<wbr/>Pratap Nagar - Makarpura Rd<div style=""font-size:0.9em"">Pass by RAJ AUTO ELECTRIC SERVICE [ PRATAP NAGAR BRANCH ] (on the left in 300m)</div> → Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → At Sussen Cir, take the 2nd exit onto Makarpura Rd/<wbr/>Pratap Nagar - Makarpura Rd<div style=""font-size:0.9em"">Continue to follow Makarpura Rd</div><div style=""font-size:0.9em"">Pass by Dhamaka Shikanji (on the left)</div> → Turn right at Gendi Gate onto Chokhandi Main Rd/<wbr/>Kanaiyalal Munshi Marg<div style=""font-size:0.9em"">Continue to follow Kanaiyalal Munshi Marg</div><div style=""font-size:0.9em"">Pass by Krunal Appliances (on the left)</div> → Turn left at Zeel JAYESH BHAI onto Sant Kabir Rd<div style=""font-size:0.9em"">Pass by Ranjan Bldg (on the left)</div>"
Vadodara-Vapi-Route-2-NH 48/NH64 and NH 48,Vadodara,Vapi,NH 48/NH64 and NH 48,"Keep right to continue on Kanaiyalal Munshi Marg/<wbr/>Pratap Nagar Bridge/<wbr/>Pratap Nagar - Makarpura Rd<div style=""font-size:0.9em"">Pass by RAJ AUTO ELECTRIC SERVICE [ PRATAP NAGAR BRANCH ] (on the left in 300m)</div> → Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → At Sussen Cir, take the 2nd exit onto Makarpura Rd/<wbr/>Pratap Nagar - Makarpura Rd<div style=""font-size:0.9em"">Continue to follow Makarpura Rd</div><div style=""font-size:0.9em"">Pass by Dhamaka Shikanji (on the left)</div> → Turn right at Gendi Gate onto Chokhandi Main Rd/<wbr/>Kanaiyalal Munshi Marg<div style=""font-size:0.9em"">Continue to follow Kanaiyalal Munshi Marg</div><div style=""font-size:0.9em"">Pass by Krunal Appliances (on the left)</div> → Turn left at Zeel JAYESH BHAI onto Sant Kabir Rd<div style=""font-size:0.9em"">Pass by Ranjan Bldg (on the left)</div>"
Vadodara-Rajkot-Route-1-NH 47,Vadodara,Rajkot,NH 47,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Rajkot-Route-2-NE 1 and NH 47,Vadodara,Rajkot,NE 1 and NH 47,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Bhavnagar-Route-1-NH 751D and NH 751,Vadodara,Bhavnagar,NH 751D and NH 751,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Bhavnagar-Route-2-NH 751,Vadodara,Bhavnagar,NH 751,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Bhavnagar-Route-3-NH64 and NH 751,Vadodara,Bhavnagar,NH64 and NH 751,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Gandhinagar-Route-1-NE 1,Vadodara,Gandhinagar,NE 1,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Gandhinagar-Route-2-NE 1 and NH147,Vadodara,Gandhinagar,NE 1 and NH147,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Junagadh-Route-1-NH 47,Vadodara,Junagadh,NH 47,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Kutch-Route-1-NH 754K,Vadodara,Kutch,NH 754K,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Kutch-Route-2-NE 1 and NH 754K,Vadodara,Kutch,NE 1 and NH 754K,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Kutch-Route-3-GJ SH 7,Vadodara,Kutch,GJ SH 7,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Navsari-Route-1-NH 48/NH64 and NH 48,Vadodara,Navsari,NH 48/NH64 and NH 48,"Keep right to continue on Kanaiyalal Munshi Marg/<wbr/>Pratap Nagar Bridge/<wbr/>Pratap Nagar - Makarpura Rd<div style=""font-size:0.9em"">Pass by RAJ AUTO ELECTRIC SERVICE [ PRATAP NAGAR BRANCH ] (on the left in 300m)</div> → Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → At Sussen Cir, take the 2nd exit onto Makarpura Rd/<wbr/>Pratap Nagar - Makarpura Rd<div style=""font-size:0.9em"">Continue to follow Makarpura Rd</div><div style=""font-size:0.9em"">Pass by Dhamaka Shikanji (on the left)</div> → Turn right at Gendi Gate onto Chokhandi Main Rd/<wbr/>Kanaiyalal Munshi Marg<div style=""font-size:0.9em"">Continue to follow Kanaiyalal Munshi Marg</div><div style=""font-size:0.9em"">Pass by Krunal Appliances (on the left)</div> → Turn left at Zeel JAYESH BHAI onto Sant Kabir Rd<div style=""font-size:0.9em"">Pass by Ranjan Bldg (on the left)</div>"
Vadodara-Navsari-Route-2-NE 4 and NH 48,Vadodara,Navsari,NE 4 and NH 48,"At Dandia Bazar Char Rasta, continue onto Chhatrapati Shivaji Marg<div style=""font-size:0.9em"">Pass by Sayaji Radio House || Best Electronics Showroom, Home Appliances Shop In Vadodara (on the right)</div> → Turn left at AMOD SINGH onto Pandit Gajananrao Ambade Marg<div style=""font-size:0.9em"">Pass by Sai potato twisters (on the right)</div> → Turn right at Bhagat Singh Chowk toward Pandit Gajananrao Ambade Marg<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Nadiad-Route-1-NE 1,Vadodara,Nadiad,NE 1,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Nadiad-Route-2-NH64,Vadodara,Nadiad,NH64,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Nadiad-Route-3-NE 4 and NE 1,Vadodara,Nadiad,NE 4 and NE 1,"At Dandia Bazar Char Rasta, continue onto Chhatrapati Shivaji Marg<div style=""font-size:0.9em"">Pass by Sayaji Radio House || Best Electronics Showroom, Home Appliances Shop In Vadodara (on the right)</div> → Turn left at AMOD SINGH onto Pandit Gajananrao Ambade Marg<div style=""font-size:0.9em"">Pass by Sai potato twisters (on the right)</div> → Turn right at Bhagat Singh Chowk toward Pandit Gajananrao Ambade Marg<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Patan-Route-1-NE 1 and Ahmedabad -,Vadodara,Patan,NE 1 and Ahmedabad - Palanpur Highway Rd/Ahmedabad - Patan Highway Rd,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Patan-Route-2-NE 1 and NH 48,Vadodara,Patan,NE 1 and NH 48,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Morbi-Route-1-NH 47,Vadodara,Morbi,NH 47,"Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Bhagat Singh Chowk toward Munshis Ln<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Turn right at AMOD SINGH toward Munshis Ln → Turn left at CHUNARA VIRAL MANOJBHAI onto Munshis Ln<div style=""font-size:0.9em"">Pass by Lovely Dresses (on the right)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Bharuch-Route-1-NE 4,Vadodara,Bharuch,NE 4,"At Dandia Bazar Char Rasta, continue onto Chhatrapati Shivaji Marg<div style=""font-size:0.9em"">Pass by Sayaji Radio House || Best Electronics Showroom, Home Appliances Shop In Vadodara (on the right)</div> → Turn left at AMOD SINGH onto Pandit Gajananrao Ambade Marg<div style=""font-size:0.9em"">Pass by Sai potato twisters (on the right)</div> → Turn right at Bhagat Singh Chowk toward Pandit Gajananrao Ambade Marg<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vadodara-Bharuch-Route-2-NH 48/NH64,Vadodara,Bharuch,NH 48/NH64,"Keep right to continue on Kanaiyalal Munshi Marg/<wbr/>Pratap Nagar Bridge/<wbr/>Pratap Nagar - Makarpura Rd<div style=""font-size:0.9em"">Pass by RAJ AUTO ELECTRIC SERVICE [ PRATAP NAGAR BRANCH ] (on the left in 300m)</div> → Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → At Sussen Cir, take the 2nd exit onto Makarpura Rd/<wbr/>Pratap Nagar - Makarpura Rd<div style=""font-size:0.9em"">Continue to follow Makarpura Rd</div><div style=""font-size:0.9em"">Pass by Dhamaka Shikanji (on the left)</div> → Turn right at Gendi Gate onto Chokhandi Main Rd/<wbr/>Kanaiyalal Munshi Marg<div style=""font-size:0.9em"">Continue to follow Kanaiyalal Munshi Marg</div><div style=""font-size:0.9em"">Pass by Krunal Appliances (on the left)</div> → Turn left at Zeel JAYESH BHAI onto Sant Kabir Rd<div style=""font-size:0.9em"">Pass by Ranjan Bldg (on the left)</div>"
Vadodara-Bharuch-Route-3-NE 4 and NH 48/NH64,Vadodara,Bharuch,NE 4 and NH 48/NH64,"At Dandia Bazar Char Rasta, continue onto Chhatrapati Shivaji Marg<div style=""font-size:0.9em"">Pass by Sayaji Radio House || Best Electronics Showroom, Home Appliances Shop In Vadodara (on the right)</div> → Turn left at AMOD SINGH onto Pandit Gajananrao Ambade Marg<div style=""font-size:0.9em"">Pass by Sai potato twisters (on the right)</div> → Turn right at Bhagat Singh Chowk toward Pandit Gajananrao Ambade Marg<div style=""font-size:0.9em"">Pass by Mukhtyar (on the right)</div> → Head south on Lehripura New Rd toward Sadhana Talkies Ln<div style=""font-size:0.9em"">Pass by Police post Mangal Bazar (on the left)</div> → Turn right at Compressor &amp; Parts<div style=""font-size:0.9em"">Pass by Lovely Pan (on the left)</div>"
Vapi-Ahmedabad-Route-1-NH 48 and NE 4,Vapi,Ahmedabad,NH 48 and NE 4,"Merge onto NH 48<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Vapi Balitha Ssp (on the right)</div> → Keep right to stay on NH 48<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by SAI ENTERPRISE (on the left in 9.1 km)</div> → Sharp left at SBM Toilet<div style=""font-size:0.9em"">Pass by तथागत रोडलाइंस वापी (on the left)</div> → Turn right at रेलवे फाटक onto Balitha Rd<div style=""font-size:0.9em"">Pass by Indrapr (on the right)</div> → Head north toward Sai Nakshatra Internal Rd<div style=""font-size:0.9em"">Pass by Tata Motors (on the left)</div>"
